user_id,request_id,context_length,total_context_at_start,start_time,end_time,duration,ttft,tokens_per_second,error,prompt_preview
6,1,98,5714,1757337293.0596092,1757337312.5029504,19.44334125518799,0.04550051689147949,70.3686569250528,,תוכל לספר לי על ההיסטוריה של ישראל?
3,2,1182,6789,1757337296.7858264,1757337312.7822113,15.996384859085083,0.561408281326294,71.59064961538476,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
7,1,99,6875,1757337298.0794601,1757337312.8250337,14.7455735206604,0.03940439224243164,71.53460502280855,,תוכל לספר לי על ההיסטוריה של ישראל?
11,0,16,10968,1757337312.2176561,1757337313.1248238,0.9071676731109619,0.04551982879638672,69.63401625838092,,"שלום, איך אתה?"
2,2,1628,6857,1757337297.5472198,1757337315.1853197,17.638099908828735,0.05316734313964844,71.53851715385886,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
4,2,1109,8184,1757337300.88697,1757337315.8507144,14.963744401931763,0.054987192153930664,71.16622700812034,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
12,0,16,16927,1757337317.2263446,1757337317.9638736,0.7375290393829346,0.042140960693359375,66.15011302276672,,"שלום, איך אתה?"
8,1,94,8279,1757337303.1497447,1757337318.433954,15.284209251403809,0.05100083351135254,70.76644462724047,,תוכל לספר לי על ההיסטוריה של ישראל?
13,0,16,18421,1757337322.2323813,1757337323.0326872,0.8003058433532715,0.04398345947265625,66.10937487193615,,"שלום, איך אתה?"
0,3,2572,8354,1757337303.8164566,1757337324.3381321,20.52167558670044,0.06273245811462402,69.16290793256675,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
14,0,16,19979,1757337327.2340622,1757337327.9690707,0.7350084781646729,0.054656982421875,64.67245280612111,,"שלום, איך אתה?"
5,2,1330,10877,1757337309.674014,1757337328.1337168,18.459702730178833,0.0518183708190918,67.19946604678829,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
9,1,95,10825,1757337308.0476313,1757337329.1350772,21.087445974349976,0.04272913932800293,67.4278495227146,,תוכל לספר לי על ההיסטוריה של ישראל?
10,1,93,14520,1757337313.0458934,1757337332.4448762,19.398982763290405,0.04813075065612793,66.14695824061292,,תוכל לספר לי על ההיסטוריה של ישראל?
15,0,16,22816,1757337332.238758,1757337333.2704203,1.0316622257232666,0.0444483757019043,63.815960441232406,,"שלום, איך אתה?"
11,1,98,17173,1757337318.1565223,1757337333.5452006,15.388678312301636,0.042668819427490234,64.31639446452247,,תוכל לספר לי על ההיסטוריה של ישראל?
1,3,2670,10952,1757337310.9140258,1757337334.7684746,23.854448795318604,0.058593034744262695,65.85180275786722,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
6,2,1519,16979,1757337317.5383794,1757337336.081419,18.543039560317993,0.09402585029602051,64.06846558729086,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
16,0,16,28075,1757337337.2460263,1757337338.0238943,0.7778680324554443,0.05131363868713379,63.31253433265844,,"שלום, איך אתה?"
7,2,1207,17106,1757337317.8596532,1757337338.6284952,20.768841981887817,0.04468059539794922,63.93503579178701,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
3,3,2366,17054,1757337317.8196156,1757337339.1250727,21.30545711517334,0.06346917152404785,63.83583323732197,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
12,1,83,18439,1757337322.9986353,1757337341.2874568,18.28882145881653,0.051706552505493164,62.619553907882974,,תוכל לספר לי על ההיסטוריה של ישראל?
4,3,2249,18405,1757337320.8933015,1757337341.9740255,21.080724000930786,0.054814815521240234,62.77968711650215,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
17,0,16,33588,1757337342.2542174,1757337343.0871203,0.8329029083251953,0.04226875305175781,63.240374408954935,,"שלום, איך אתה?"
2,3,2965,18330,1757337320.2233195,1757337343.4119568,23.188637256622314,0.06363773345947266,62.832433728036285,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
8,2,1228,18544,1757337323.477219,1757337343.5493612,20.072142124176025,0.11700034141540527,62.64049705123535,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
18,0,16,36695,1757337347.2635381,1757337348.19603,0.9324917793273926,0.053543806076049805,56.88618839980199,,"שלום, איך אתה?"
13,1,87,20045,1757337328.0705667,1757337350.6641097,22.59354305267334,0.04475116729736328,60.31365258561938,,תוכל לספר לי על ההיסטוריה של ישראל?
0,4,4082,22800,1757337329.390039,1757337352.7172174,23.327178478240967,0.06310796737670898,59.147000923910184,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
19,0,16,38312,1757337352.2637367,1757337353.454465,1.1907281875610352,0.049051523208618164,50.802474825828924,,"שלום, איך אתה?"
9,2,1570,25302,1757337334.1859033,1757337354.5134344,20.327531099319458,0.08790898323059082,57.56036319837804,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
14,1,82,24118,1757337333.0142164,1757337355.7842247,22.770008325576782,0.0511777400970459,57.57338587823181,,תוכל לספר לי על ההיסטוריה של ישראל?
20,0,16,42320,1757337357.2849905,1757337358.4260488,1.1410582065582275,0.04760885238647461,50.299540431536904,,"שלום, איך אתה?"
5,3,2646,24193,1757337333.185834,1757337359.0772932,25.891459226608276,0.06722187995910645,56.84582201961835,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
10,2,1429,28127,1757337337.4996486,1757337359.8906555,22.39100694656372,0.05766415596008301,55.43281234732432,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
15,1,100,28195,1757337338.3223958,1757337361.8976989,23.575303077697754,0.04560256004333496,54.69682876050034,,תוכל לספר לי על ההיסטוריה של ישראל?
11,2,1141,28247,1757337338.599472,1757337362.2770581,23.6775860786438,0.05346393585205078,54.478214776445895,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
21,0,16,46595,1757337362.2760046,1757337363.5082004,1.2321958541870117,0.05779719352722168,47.683978086741504,,"שלום, איך אתה?"
1,4,4332,31027,1757337339.8387802,1757337364.735535,24.8967547416687,0.06177663803100586,53.67429737353983,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
16,1,84,33606,1757337343.0856395,1757337365.3729403,22.28730082511902,0.051474809646606445,52.52784399316974,,תוכל לספר לי על ההיסטוריה של ישראל?
22,0,16,50707,1757337367.2865083,1757337368.5937293,1.3072209358215332,0.14774441719055176,49.16011586616787,,"שלום, איך אתה?"
6,3,2780,31102,1757337341.1436787,1757337370.0328975,28.88921880722046,0.07278060913085938,52.400646798191254,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
3,4,3817,36536,1757337344.1956458,1757337371.536963,27.341317176818848,0.07072734832763672,51.08067000973517,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
12,2,1281,36588,1757337346.3554223,1757337372.3720822,26.01665997505188,0.06364035606384277,50.20610391889369,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
7,3,2611,36445,1757337343.6983204,1757337372.7447805,29.046460151672363,0.05795764923095703,51.15821349775146,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
17,1,87,36713,1757337348.1525798,1757337373.3957138,25.243134021759033,0.06292343139648438,49.76129947378487,,תוכל לספר לי על ההיסטוריה של ישראל?
23,0,16,53890,1757337372.2847714,1757337373.4575312,1.172759771347046,0.04439234733581543,49.62922431855197,,"שלום, איך אתה?"
4,4,3664,36679,1757337347.0462313,1757337373.5784018,26.53217053413391,0.06996273994445801,49.99582840138165,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
8,3,2557,36932,1757337348.6198602,1757337377.0228093,28.40294909477234,0.062402963638305664,49.50504459258491,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
19,1,95,42447,1757337358.527303,1757337377.6152608,19.087957859039307,0.06156778335571289,48.56412573927542,,תוכל לספר לי על ההיסטוריה של ישראל?
13,2,1503,40992,1757337355.7403219,1757337377.8838806,22.143558740615845,0.06608223915100098,49.05451942970669,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
24,0,16,60910,1757337377.2923396,1757337378.326754,1.034414529800415,0.05978798866271973,48.22359951857687,,"שלום, איך אתה?"
18,1,87,39710,1757337353.2663243,1757337379.1722972,25.905972957611084,0.047550201416015625,49.26827950845454,,תוכל לספר לי על ההיסטוריה של ישראל?
2,4,4513,36857,1757337348.486568,1757337380.359957,31.87338900566101,0.06611299514770508,49.234018011551434,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
0,5,5513,42371,1757337357.8002846,1757337381.1881325,23.387847900390625,0.07922053337097168,48.39409812677576,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
14,2,1446,45288,1757337360.86595,1757337385.7194066,24.853456497192383,0.05867886543273926,47.993977509027076,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
9,3,2814,43994,1757337359.5935705,1757337392.0043652,32.410794734954834,0.07375717163085938,47.190469968428985,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
5,4,4209,48055,1757337364.168643,1757337392.7490184,28.58037543296814,0.07463312149047852,46.69234659656911,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
20,1,92,47904,1757337363.5068603,1757337393.959994,30.453133821487427,0.061966896057128906,46.65829395361143,,תוכל לספר לי על ההיסטוריה של ישראל?
10,3,2746,49467,1757337364.979215,1757337394.628947,29.64973211288452,0.06741762161254883,46.51427799559016,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
15,2,1443,50691,1757337366.992721,1757337394.6328063,27.640085220336914,0.06635856628417969,46.31220204731771,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
21,1,94,50800,1757337368.592241,1757337395.082923,26.490681886672974,0.06376504898071289,46.20289258482505,,תוכל לספר לי על ההיסטוריה של ישראל?
16,2,1308,52477,1757337370.4669616,1757337396.2545867,25.787625074386597,0.07354950904846191,46.16148836398549,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
1,5,5720,50911,1757337369.8310328,1757337397.6311774,27.8001446723938,0.07188153266906738,46.05409266224517,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
11,3,2507,50782,1757337367.3539095,1757337398.38385,31.029940605163574,0.08049917221069336,46.204387988645,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
22,1,94,59345,1757337373.688906,1757337400.0623891,26.373483180999756,0.03841352462768555,45.756476657293994,,תוכל לספר לי על ההיסטוריה של ישראל?
23,1,93,63211,1757337378.5686076,1757337401.86194,23.29333233833313,0.0819082260131836,45.27942770397099,,תוכל לספר לי על ההיסטוריה של ישראל?
17,2,1396,63193,1757337378.4970026,1757337403.9641783,25.467175722122192,0.1535816192626953,45.114099379155185,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
4,5,5042,63262,1757337378.6369607,1757337404.2176487,25.580687999725342,0.08544206619262695,45.10644859038047,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
3,5,5265,59487,1757337376.6413813,1757337405.242147,28.600765705108643,0.06904935836791992,45.21284258972949,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
6,4,4385,59436,1757337375.1342082,1757337405.7541466,30.619938373565674,0.15665578842163086,45.36608936142544,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
12,3,2663,60985,1757337377.4721792,1757337408.0598068,30.58762764930725,0.07898807525634766,45.1347558994799,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
7,4,4189,62004,1757337377.847577,1757337408.8676956,31.020118474960327,0.062226057052612305,45.125810928650296,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
24,1,84,67478,1757337383.4284427,1757337409.1576023,25.729159593582153,0.06774568557739258,44.619521126341034,,תוכל לספר לי על ההיסטוריה של ישראל?
19,2,1075,67385,1757337382.7196536,1757337410.0239534,27.30429983139038,0.06440401077270508,44.6771165357711,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
18,2,1417,67530,1757337384.2836776,1757337411.884659,27.60098147392273,0.053095340728759766,44.54062261138505,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
8,4,4055,67333,1757337382.129428,1757337412.81279,30.683362007141113,0.06293463706970215,44.676058353682265,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
2,5,6134,67581,1757337385.4709399,1757337414.872645,29.401705026626587,0.06751632690429688,44.28279961300916,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
13,3,2665,67460,1757337382.9882998,1757337415.7841058,32.79580593109131,0.07884097099304199,44.380644774686914,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
0,6,6694,68824,1757337386.2982163,1757337420.6283133,34.33009696006775,0.08605813980102539,43.92005300233115,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
14,3,2715,68899,1757337390.8281734,1757337423.7371714,32.908998012542725,0.07338905334472656,43.5198263499756,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
20,2,1566,81172,1757337399.0783975,1757337425.7701185,26.691720962524414,0.060523033142089844,42.99468627119909,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
21,2,1371,82599,1757337400.2021039,1757337428.8800275,28.677923679351807,0.06186342239379883,42.668347390801756,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
5,5,5595,79686,1757337397.866793,1757337429.8815973,32.01480436325073,0.06801891326904297,42.88381383926642,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
9,4,4435,78354,1757337397.1214168,1757337430.335993,33.21457624435425,0.20868945121765137,42.931735447103875,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
23,2,1200,88953,1757337406.983299,1757337432.2917671,25.308468103408813,0.06995773315429688,42.15779712791623,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
15,3,2799,81338,1757337399.8128452,1757337433.2097485,33.39690327644348,0.0926671028137207,42.607192448495844,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
10,4,4217,81263,1757337399.7465982,1757337434.019452,34.27285385131836,0.1584925651550293,42.56271978302951,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
16,3,2574,82674,1757337401.371471,1757337434.1266003,32.75512933731079,0.08427286148071289,42.51495521788917,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
22,2,1355,86221,1757337405.1809876,1757337435.6042864,30.423298835754395,0.060349225997924805,42.420121119791645,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
11,4,4032,83869,1757337403.5028229,1757337437.6484144,34.145591497421265,0.08455419540405273,42.48255821364265,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
1,6,7050,83778,1757337402.711288,1757337438.0906425,35.37935447692871,0.07470321655273438,42.487319558471846,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
6,5,5822,94329,1757337410.8817058,1757337439.6718712,28.790165424346924,0.08947372436523438,41.91536610250991,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
4,6,6245,93008,1757337409.3446789,1757337441.2270758,31.882396936416626,0.08162546157836914,42.011559406886846,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
24,2,1285,97126,1757337414.271006,1757337442.186633,27.915627002716064,0.11038565635681152,41.790682034563574,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
8,5,5478,100086,1757337417.9457223,1757337444.0104578,26.064735412597656,0.0886685848236084,41.57673319677657,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
17,3,2617,91810,1757337409.0891654,1757337445.0443673,35.955201864242554,0.06778812408447266,42.02030302095983,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
7,5,5641,97074,1757337413.9873285,1757337446.9792225,32.991894006729126,0.08687734603881836,41.695769801540564,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
12,4,4135,97023,1757337413.19086,1757337447.338398,34.14753794670105,0.13047075271606445,41.65556048437235,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
3,6,6608,94278,1757337410.3717194,1757337447.564567,37.19284772872925,0.07194375991821289,41.86320465971599,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
19,3,2371,98504,1757337415.1600742,1757337450.2009728,35.04089856147766,0.06624293327331543,41.57296115955069,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
13,4,4212,101734,1757337420.9188585,1757337453.746696,32.8278374671936,0.07393193244934082,41.39964312230185,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
18,3,2723,100035,1757337417.0150335,1757337455.5487387,38.53370523452759,0.07823300361633301,41.32051715445405,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
0,7,8251,103216,1757337425.7685215,1757337456.8564878,31.087966203689575,0.07856988906860352,41.37455585986574,,אני מעוניין ללמוד על פיזיקה קוונטית. תוכל להסביר ל...
2,6,7486,100135,1757337420.0090547,1757337456.9798858,36.97083115577698,0.08312606811523438,41.20614162328065,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
14,4,4239,104456,1757337428.878389,1757337462.2728593,33.39447045326233,0.07578396797180176,41.238120254428125,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
9,5,5907,114066,1757337435.4795752,1757337463.998628,28.519052743911743,0.07463741302490234,40.746135454627556,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
20,3,2790,108551,1757337430.9077084,1757337467.0646155,36.156907081604004,0.07581639289855957,40.8801389272227,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
5,6,7018,114015,1757337435.0316067,1757337469.6656923,34.6340856552124,0.07254266738891602,40.47851684436911,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
10,5,5724,118530,1757337439.1650567,1757337470.5384927,31.373435974121094,0.19445347785949707,40.15525523163293,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
15,4,4313,118479,1757337438.3555999,1757337471.2418337,32.88623380661011,0.08212590217590332,40.20837889701332,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
21,3,2671,111117,1757337434.0179133,1757337472.51354,38.49562668800354,0.08468842506408691,40.50929423667051,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
16,4,4058,118621,1757337439.2648718,1757337474.8570523,35.592180490493774,0.09338784217834473,39.94502049824757,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
11,5,5534,122460,1757337442.7990284,1757337477.748822,34.949793577194214,0.06983256340026855,39.87963173037672,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
4,7,7634,125203,1757337446.3805892,1757337477.9165187,31.535929441452026,0.08359551429748535,39.67909036227459,,אני מעוניין ללמוד על פיזיקה קוונטית. תוכל להסביר ל...
23,3,2343,115433,1757337437.433874,1757337477.967198,40.533324003219604,0.07047462463378906,40.16029580111577,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
1,7,8603,122509,1757337443.2457328,1757337478.0424583,34.7967255115509,0.08219265937805176,39.839222549510275,,אני מעוניין ללמוד על פיזיקה קוונטית. תוכל להסביר ל...
22,3,2722,119903,1757337440.7556577,1757337479.1510408,38.39538311958313,0.11049461364746094,40.041908435029775,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
6,6,7078,123642,1757337444.8224406,1757337479.1753104,34.352869749069214,0.0740501880645752,39.820507750296485,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
12,5,5607,131331,1757337452.4952605,1757337482.9324887,30.437228202819824,0.22561359405517578,39.95152247340793,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
17,4,4220,129773,1757337450.1995037,1757337483.5086381,33.3091344833374,0.08275675773620605,39.87795512777418,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
3,7,8215,131380,1757337452.7194738,1757337483.8857434,31.166269540786743,0.08845901489257812,39.80331880102449,,אני מעוניין ללמוד על פיזיקה קוונטית. תוכל להסביר ל...
24,3,2526,126654,1757337447.336961,1757337484.154176,36.81721496582031,0.08213424682617188,39.98902333268708,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
8,6,6611,129682,1757337449.1660693,1757337486.8490021,37.68293285369873,0.14928007125854492,39.80427933992494,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
7,6,7066,131280,1757337452.138833,1757337489.7837214,37.644888401031494,0.07385706901550293,39.60498147763134,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
13,5,5623,137286,1757337458.9094753,1757337490.467741,31.558265686035156,0.09105491638183594,39.56499383163207,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
19,4,3920,132831,1757337455.3553042,1757337490.8261554,35.47085118293762,0.08452606201171875,39.64808425869371,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
14,5,5668,141542,1757337467.4406307,1757337495.7571504,28.316519737243652,0.08644318580627441,39.532305127354576,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
18,4,4407,137377,1757337460.7137265,1757337496.4818132,35.768086671829224,0.07696294784545898,39.30949361107424,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
2,7,9059,137471,1757337462.1549852,1757337499.6668327,37.511847496032715,0.11712765693664551,39.17665398493899,,אני מעוניין ללמוד על פיזיקה קוונטית. תוכל להסביר ל...
0,8,9583,137422,1757337462.0364873,1757337500.5288491,38.49236178398132,0.23545360565185547,39.156326826445905,,בואו נדבר על שינויי אקלים. מה הן הסיבות העיקריות ו...
15,5,5687,148795,1757337476.4139934,1757337505.732278,29.31828474998474,0.09091544151306152,38.73082069250361,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
20,4,4360,145664,1757337472.235182,1757337506.1985693,33.96338725090027,0.07611727714538574,38.952680491002006,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
9,6,7119,141591,1757337469.1724586,1757337507.5965343,38.42407560348511,0.08199810981750488,38.91286277449133,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
5,7,8470,147273,1757337474.8546576,1757337509.095308,34.24065041542053,0.09533834457397461,38.746168061225134,,אני מעוניין ללמוד על פיזיקה קוונטית. תוכל להסביר ל...
16,5,5531,157506,1757337480.0343573,1757337515.01456,34.98020267486572,0.08200716972351074,38.16816258604922,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
10,6,7029,148744,1757337475.7114484,1757337515.217107,39.5056586265564,0.09714317321777344,38.367342250947594,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
21,4,4322,148886,1757337477.6853638,1757337516.9482574,39.26289367675781,0.10045790672302246,38.30200983432516,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
6,7,8496,163130,1757337484.4334767,1757337517.0817056,32.648228883743286,0.19560551643371582,37.74733358641128,,אני מעוניין ללמוד על פיזיקה קוונטית. תוכל להסביר ל...
1,8,10035,158947,1757337483.3233078,1757337518.2541559,34.930848121643066,0.13314032554626465,37.73237041053827,,בואו נדבר על שינויי אקלים. מה הן הסיבות העיקריות ו...
23,4,4063,158902,1757337483.1950061,1757337519.2703376,36.07533144950867,0.26134729385375977,37.77853907902525,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
4,8,8931,158811,1757337483.0696576,1757337520.2246766,37.1550190448761,0.38478565216064453,37.69353284209994,,בואו נדבר על שינויי אקלים. מה הן הסיבות העיקריות ו...
17,5,5600,164728,1757337488.6493514,1757337520.629573,31.98022174835205,0.09667825698852539,37.636970944746174,,מה דעתך על השפעת הבינה המלאכותית על שוק העבודה? אי...
22,4,4350,163081,1757337484.297432,1757337521.3007622,37.00333023071289,0.3316779136657715,37.931206043677015,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
24,4,4090,164864,1757337489.3196876,1757337525.8146608,36.49497318267822,0.099639892578125,37.75209280398985,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
12,6,6867,164677,1757337488.5068786,1757337526.5097678,38.00288915634155,0.14380359649658203,37.771646590342414,,תוכל להסביר לי על אבטחת מידע וסייבר? מה הן האיומים...
